(31 December 2023, 21:36) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(31 December 2023, 21:58) | image_mixer.py | INFO : 'The user open D:/projects/project/task4/Fourier-Transform-Mixer/forest.jpeg' 
(31 December 2023, 21:58) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(31 December 2023, 21:58) | image_mixer.py | INFO : 'Inner clipped image done' 
(31 December 2023, 21:58) | image_mixer.py | INFO : 'Inner clipped image done' 
(31 December 2023, 21:58) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(31 December 2023, 21:58) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(31 December 2023, 21:59) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(31 December 2023, 21:59) | image_mixer.py | INFO : 'Outer clipped image done' 
(31 December 2023, 21:59) | image_mixer.py | INFO : 'Outer clipped image done' 
(31 December 2023, 21:59) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(31 December 2023, 21:59) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(31 December 2023, 21:59) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(31 December 2023, 21:59) | image_mixer.py | INFO : 'Outer clipped image done' 
(31 December 2023, 21:59) | image_mixer.py | INFO : 'Outer clipped image done' 
(31 December 2023, 21:59) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(31 December 2023, 21:59) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(31 December 2023, 21:59) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(31 December 2023, 21:59) | image_mixer.py | INFO : 'Outer clipped image done' 
(31 December 2023, 21:59) | image_mixer.py | INFO : 'Outer clipped image done' 
(31 December 2023, 21:59) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(31 December 2023, 21:59) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(31 December 2023, 21:59) | image_mixer.py | DEBUG : 'Enter mix_images function' 
(31 December 2023, 21:59) | image_mixer.py | INFO : 'Inner clipped image done' 
(31 December 2023, 21:59) | image_mixer.py | INFO : 'Inner clipped image done' 
(31 December 2023, 21:59) | image_mixer.py | DEBUG : 'Enter if(mode == 'mp') at mix_images function' 
(31 December 2023, 21:59) | image_mixer.py | DEBUG : 'calculate inverse fft for mix_images function' 
(31 December 2023, 22:02) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(31 December 2023, 22:02) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(31 December 2023, 22:02) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(31 December 2023, 22:02) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(31 December 2023, 22:02) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(31 December 2023, 22:02) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(31 December 2023, 22:02) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(31 December 2023, 22:02) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(31 December 2023, 22:02) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(31 December 2023, 22:02) | image_mixer.py | INFO : 'The user open D:/projects/project/task4/Fourier-Transform-Mixer/forest.jpeg' 
(31 December 2023, 22:08) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(31 December 2023, 22:08) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(31 December 2023, 22:08) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(31 December 2023, 22:08) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(31 December 2023, 22:08) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(31 December 2023, 22:08) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(31 December 2023, 22:08) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(31 December 2023, 22:08) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(31 December 2023, 22:08) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(31 December 2023, 22:08) | image_mixer.py | INFO : 'The user open D:/projects/project/task4/Fourier-Transform-Mixer/forest.jpeg' 
(31 December 2023, 22:11) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(31 December 2023, 22:11) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(31 December 2023, 22:11) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(31 December 2023, 22:11) | image_mixer.py | INFO : 'Initialize ViewOriginal class' 
(31 December 2023, 22:11) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(31 December 2023, 22:11) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(31 December 2023, 22:11) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(31 December 2023, 22:11) | image_mixer.py | INFO : 'Initialize VeiwWeight class' 
(31 December 2023, 22:11) | image_mixer.py | INFO : 'Initialize ImageMixer class' 
(31 December 2023, 22:11) | matplotlib.pyplot | DEBUG : 'Loaded backend qtagg version 5.15.9.' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: Matching sans\-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=10.0.' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizFourSymReg.ttf', name='STIXSizeFourSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXNonUniBol.ttf', name='STIXNonUnicode', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmmi10.ttf', name='cmmi10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmsy10.ttf', name='cmsy10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmb10.ttf', name='cmb10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizOneSymBol.ttf', name='STIXSizeOneSym', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSerif.ttf', name='DejaVu Serif', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSans-BoldOblique.ttf', name='DejaVu Sans', style='oblique', variant='normal', weight=700, stretch='normal', size='scalable')) = 1.335' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXNonUni.ttf', name='STIXNonUnicode', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizFiveSymReg.ttf', name='STIXSizeFiveSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizTwoSymBol.ttf', name='STIXSizeTwoSym', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSans-Bold.ttf', name='DejaVu Sans', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 0.33499999999999996' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizThreeSymBol.ttf', name='STIXSizeThreeSym', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSansMono-BoldOblique.ttf', name='DejaVu Sans Mono', style='oblique', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXGeneralBolIta.ttf', name='STIXGeneral', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSerif-Bold.ttf', name='DejaVu Serif', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmtt10.ttf', name='cmtt10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSansMono-Oblique.ttf', name='DejaVu Sans Mono', style='oblique', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSansDisplay.ttf', name='DejaVu Sans Display', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSerif-Italic.ttf', name='DejaVu Serif', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmex10.ttf', name='cmex10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXGeneral.ttf', name='STIXGeneral', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSans-Oblique.ttf', name='DejaVu Sans', style='oblique', variant='normal', weight=400, stretch='normal', size='scalable')) = 1.05' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXGeneralItalic.ttf', name='STIXGeneral', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXNonUniBolIta.ttf', name='STIXNonUnicode', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmr10.ttf', name='cmr10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmss10.ttf', name='cmss10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizThreeSymReg.ttf', name='STIXSizeThreeSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSansMono-Bold.ttf', name='DejaVu Sans Mono', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSansMono.ttf', name='DejaVu Sans Mono', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSerifDisplay.ttf', name='DejaVu Serif Display', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizTwoSymReg.ttf', name='STIXSizeTwoSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05' 
(31 December 2023, 22:11) | matplotlib.font_manager | DEBUG : 'findfont: score(FontEntry(fname='C:\\Users\\Mohamed\\AppData\\Local\\Programs\\Python\\Python311\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSans.ttf', name='DejaVu Sans', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 0.05' 
